,x,y
mni,6.8363204,34.416096
nameofstation,16.58982,36.072323
mno,-19.521875,10.242813
transits,-21.857061,-19.98589
tC,16.82753,13.846293
tz,-24.9996,10.6755295
etching,-10.923986,-3.074707
tx,44.015285,-0.51010895
tv,5.8723354,17.465551
tw,-19.761215,-16.616426
tt,-29.275518,28.683905
tu,3.038045,-17.08066
tr,0.253864,-23.699516
ts,-10.7869625,-27.459146
tp,-38.42261,-28.4523
tq,23.943804,25.366972
tn,-48.690865,-5.2745686
to,31.789595,-31.122183
tail,-13.059152,-30.19523
tm,-19.322653,-26.258078
tj,-27.38277,27.228205
tk,20.76714,-16.236557
th,-48.336555,-7.167382
ti,-47.86998,-7.25847
tf,-29.507574,28.437332
tg,-26.843582,-45.73733
td,-48.448586,2.723418
te,-28.963488,26.814583
tb,-47.68095,-3.5949318
tc,-24.647043,-30.624722
ta,-50.13188,-5.492768
appointment,14.821431,12.268579
returned,14.366985,-21.242754
macroevolutionary,32.517654,0.83566374
iamc,29.877726,5.787779
corollary,9.047595,-26.430698
eir,-4.9953127,-1.0798742
Frequent,20.529152,39.4399
Physcioid,11.35649,-1.3334268
Geophysical,4.701903,-45.78299
cable,3.7181025,-28.022108
joined,12.835274,-13.848226
misperception,28.685358,-9.862987
large,-15.183456,-30.663774
millimeters,0.5312534,34.304287
pbm,28.752943,22.399204
pbl,-22.951225,42.017326
malagasy,19.154022,22.692625
samoa,-39.270294,10.787085
discriminates,19.145924,18.021809
overspill,3.1125112,22.50132
Should,29.580976,-6.9798207
discriminated,20.48621,12.900699
timescales,-21.505735,-37.01775
crests,-36.702816,-19.293848
contrails,-16.93637,-21.780943
dewpoint,-4.216546,1.631277
Giovanni,32.403015,7.7084665
GWPs,13.89389,-16.224438
scientists,27.61646,-33.069294
escaping,-19.493244,-6.7052984
empower,15.800532,-2.9363422
Finland,-39.301605,-32.317497
Orographic,18.21169,37.46973
wuhan,-0.5688239,8.513883
crustacea,-7.894847,15.431838
legend,-14.956553,-34.20824
unserved,15.794761,17.13012
CSIRO,-4.1336355,-48.107
BUCL,25.507183,19.184845
welded,-23.094067,2.2085905
bulges,-24.787771,11.749658
Intervals,-7.7468605,46.04873
emulator,5.753804,-31.250221
reactors,15.108493,-18.171791
deglaciating,18.94374,-0.67149556
pulls,-4.6887655,7.7259035
esrl,10.961717,-44.749184
esri,9.16642,-42.542427
Ediacaran,-14.9835415,-27.523134
pearl,-40.540283,10.24765
sitter,33.426926,29.803474
wmghgs,-3.1808228,47.53948
cladistic,15.244514,36.440983
Laskar,6.7187495,-10.248389
MMEs,9.784695,3.7678478
portrayals,5.9879775,0.03470193
atlas,10.149051,-43.939087
TPES,38.21085,3.7902477
tryptone,2.7298486,3.675345
foundations,24.793325,-31.46088
cntrl,11.4981985,30.67454
longwave,-18.935802,-24.185064
sizing,-8.916573,-0.74930745
AIM,-22.20399,-41.7857
endpoint,-2.9852803,26.922445
Sahel,-35.548443,-30.225267
debriefing,13.338084,-11.051031
MMEM,9.017033,39.910934
peatlands,-33.211315,-14.034568
seismological,6.6588826,-8.791443
Viral,16.89264,33.45869
randomizing,-7.541322,-14.2885685
prompt,20.148905,-19.857643
scan,-9.043176,-18.728174
Pacupahuain,4.0335455,27.092085
suggestions,31.139551,-20.055014
prst,-7.3850946,-15.451159
unbiased,10.2481575,-26.539156
marginalized,22.983488,-19.124887
assay,-12.590781,-12.716429
scar,-7.6259685,33.852436
hrsc,-7.438275,-20.313742
Dhabi,10.566526,-6.5240574
xxxx,16.619022,22.595678
Ericaceae,-8.848487,13.632585
hydrographic,-7.227455,-21.115126
ingesting,22.291649,21.703176
Ribains,44.39207,20.143286
gridcell,32.035744,42.373493
treatments,-18.528812,-12.460666
waves,-25.61505,-25.832502
ethics,25.547426,-30.12039
LULCC,15.023085,-39.598717
transposed,12.03091,11.891453
refuse,25.388985,-2.8911357
register,-13.753026,11.445736
parameterized,4.781989,-28.671963
npgo,-22.496643,-33.579906
ortho,-9.955722,-6.798974
waterfowl,-16.60404,18.66071
fundamental,24.296198,-30.060152
parameterizes,21.584555,10.960537
grasshoppers,-19.29451,18.8423
ameliorates,15.409096,16.330618
JFM,-21.831507,-32.485825
furthering,20.021967,26.560253
criegee,4.7812567,14.904234
distortion,15.211699,5.1106844
reverberate,21.410303,14.879519
Dixon,3.8158462,-3.9842725
ameliorated,15.57598,-10.559358
Crucially,16.24415,14.053783
turbine,19.351732,-38.844776
wrf,-2.7679994,-46.760204
robomussels,10.010358,24.870272
REEs,-37.15408,-1.1207832
wrb,-2.2925248,36.359932
termed,11.93536,-26.760891
onsets,-16.205084,-29.10119
conjugation,4.1306067,1.9774207
wrt,6.957499,40.789474
mycelial,7.1258383,3.5155544
stratocladogram,12.789843,18.54674
arrange,22.69113,27.99996
occulter,20.014555,38.02799
tentatively,4.958273,-7.213882
Please,22.41169,33.8891
Michael,11.988766,-18.424614
Watered,-18.64291,-11.344055
abrasion,-37.312725,-19.241741
speculate,35.08445,-25.241013
cambrian,-14.873233,-25.770542
hymenoscyphus,0.2866086,38.819603
hereafter,11.962257,-27.065971
glaciovolcanism,2.9239645,2.5904233
nugget,10.47005,19.772707
assemblies,2.0803828,-10.507814
CCMVal,32.43457,17.231474
found,33.99204,-23.658216
energetically,-11.195342,5.565942
investigators,10.425103,-13.10119
quadrupole,-10.515809,-9.621893
designThe,8.4514675,-0.13819909
osaka,-35.66348,12.883989
reduce,-10.378603,-43.246494
slowdown,-21.970118,-39.912636
mackenzie,-37.321354,-24.153412
hemispheric,-25.373753,-33.54859
measurement,-9.130705,-22.203579
icecube,21.145615,17.044436
rheology,-24.327236,-23.018742
Ross,-44.35697,-25.453373
whillans,-8.46328,27.616745
sociological,27.055573,-8.405572
Defense,30.081347,4.2864223
finned,-1.2208979,27.196205
geoportal,14.332128,-7.4262214
utilized,7.5068727,-43.419365
arctic,-31.659565,-29.747961
SHP,19.282125,10.381339
foam,1.715987,-27.269524
Observation,-2.4434013,-19.55641
risen,12.374889,-22.054747
sublimed,-1.0641713,24.236221
biostratigraphically,-7.450452,16.541672
sublimes,-16.674128,1.5050117
hiaper,13.19274,32.239876
qualify,35.00438,-12.251812
conditioning,-15.664682,-22.08658
SHF,-31.051426,29.121319
rises,-25.592375,-38.427284
ihds,22.66971,-3.372832
owners,21.324564,-35.988155
GZG,-29.346134,22.217232
tetranuclear,18.415886,36.54688
latexes,5.1967273,2.5372853
dimer,-39.55068,0.4930111
cyanide,7.6430144,6.597249
anecdotal,21.253283,6.0150228
contingency,0.6860221,-9.775142
integrand,10.75663,29.234373
rooted,-23.127789,-4.4330406
FastDNA,-4.5817604,37.768547
Kmean,11.180515,42.680096
rubrum,-20.23007,22.604132
LUC,-10.56609,-25.073742
LUD,-8.64123,-29.732754
LUE,2.9855468,-29.464447
LUH,-6.298023,41.281147
anonymity,21.624004,-2.2108438
mareotica,6.290753,41.266254
guess,3.331435,-29.824406
leverage,19.793972,-8.981209
jet,-30.081284,-28.447905
introduction,19.075787,-34.8249
GGVM,27.96728,19.634504
unsafe,17.671452,-14.345857
contra,24.737476,-9.983486
omnipresent,8.503818,25.953081
messinian,-19.794994,-45.35322
elaboration,17.838112,12.312062
mmmm,-1.2860832,0.5177044
leptolyngbya,-15.99329,26.47031
demonstrations,23.778778,-21.218258
rhyolites,-10.182735,0.0753801
andesite,-24.31548,2.6666965
thawing,-34.097374,-13.887312
aae,-6.799978,-16.836887
aag,-7.7173934,29.675854
polarized,39.92053,-3.957598
Often,31.811779,-8.257464
aac,-15.725627,47.385902
Mantle,-10.387348,1.9927675
taxic,-11.569129,18.887823
aat,8.829762,48.2121
aap,24.5155,-10.783458
fishermen,16.892126,-13.9200325
seamlessly,17.727669,10.995907
SPICE,15.165048,-20.18267
beforehand,18.26192,-1.3975469
defect,19.935255,-12.022256
antarctica,-43.6578,-29.10362
elsevier,35.130367,3.2791212
macaulay,-26.772123,12.221834
tierney,12.533812,24.39827
generalizes,24.056992,9.145403
nests,-22.913342,-9.478857
jeopardize,12.123101,-6.3478017
reliance,12.887526,-39.092876
sigmoidally,3.0301495,-5.60245
internal,-15.575693,-37.763733
generalized,-0.81687886,-34.81971
forcingThe,5.5074854,29.79527
knobs,-14.784977,3.42576
MARGO,29.951103,34.834755
yearbooks,36.73618,6.241431
metapopulation,28.577816,12.9538555
M,-52.633568,-7.270509
affordability,30.90005,7.709576
thank,9.078482,-0.94839936
complementing,26.78238,-6.5776463
accepting,30.350616,-13.315169
Isa,3.185865,31.64828
Maxent,4.342868,-31.474617
Honduras,11.041254,-1.1830816
crossing,-23.383778,-22.43968
hwds,14.452394,26.04501
LGIT,3.8989403,12.768473
Cost,10.862568,-29.226477
djfm,15.114329,27.65762
dragged,-17.448288,-5.1007667
Cloud,-16.599863,-22.846178
chlorotic,1.1289738,25.033085
gold,-13.668103,-8.71354
cruises,-1.2947962,-18.08555
extractions,-13.985182,-10.248962
degrades,16.045317,4.1152973
evaporation,-22.152855,-25.648993
degraded,-34.297207,-15.025722
Kyushu,-11.531254,43.396614
Exports,20.953115,22.944962
tobs,1.076149,14.549399
writer,19.009663,27.776423
taxa,-30.647316,-8.112086
enzyme,-34.807293,-6.066073
mbsf,-14.395554,0.19243829
factor,-4.087422,-38.245182
ENSO,-24.053724,-35.09022
mbsl,-27.659214,5.4437227
Abbreviations,15.46467,39.77424
alkenone,-48.09401,-10.871613
generalizable,16.051361,1.4626957
peril,10.090916,4.5962086
allergen,-3.5126324,23.01322
reporters,25.977673,-5.8822093
CIESIN,9.433502,-13.743166
rfs,-2.8887138,47.538876
crs,15.783732,29.61384
crp,42.379463,-0.960916
rfp,24.002068,46.402103
crv,-15.929318,31.01221
crt,2.6584616,16.143309
cru,-6.7528067,-25.390434
planctomycetes,-13.083901,8.506198
rfc,35.51262,-9.502575
banking,7.5409317,-3.1835713
Thomomys,-27.436638,1.379627
rfe,-3.8508945,-24.177597
cre,-17.774052,-24.549131
compressibility,0.8018512,15.963275
cri,18.048683,34.617096
crn,3.291793,6.996306
cro,-20.25551,23.661396
iteration,5.2430253,-33.58571
vertebrates,-31.554796,-8.947124
contextualized,13.223605,0.825244
potent,-43.223812,1.547442
backfire,20.55034,-9.172554
cbpm,-10.243405,42.000824
aberdeen,4.429484,-12.842594
contour,-17.438095,-34.6018
permuted,15.760964,4.429682
guinea,-39.692085,-30.070818
fission,-8.312469,-19.037107
exudation,-34.710365,-4.3306556
compliment,15.088382,4.999372
knowing,28.919767,-21.71161
enclosures,-12.461652,-9.350985
premises,22.524366,23.69486
normatively,11.375867,0.16216479
incident,-19.44829,-22.672325
death,-26.13893,-9.87394
signatory,29.367798,0.36321726
diminution,22.275703,44.85718
dividend,12.9311905,37.21854
cryptic,-27.302591,-2.7382898
tangible,23.950888,-21.460726
Declines,0.9799877,26.569855
calipso,-4.810504,-21.75998
phme,-6.081528,2.2784612
Strategic,19.659956,-16.1574
intercept,-1.3701862,-34.91073
mrts,-7.809589,-1.8145068
rivalling,1.1408974,17.175135
underperforming,4.7354016,9.635087
Nobel,12.250166,-14.613349
dimensional,7.672336,-31.858673
solute,-37.086987,-2.1882305
Westerlies,-25.797365,-32.11614
adjoining,-9.736662,-0.30358934
involutus,-32.31347,-4.0969872
church,-7.093545,14.0323925
frosts,5.2989717,36.33503
extrema,41.858334,-9.190766
evoking,23.263823,-2.810937
proportionality,7.7103906,-28.992563
mindset,12.648836,-2.4144592
APAR,9.460194,12.509079
veneer,-41.19199,-10.476402
Thermocline,18.941324,39.804058
gridcells,26.465385,24.325285
mosaicked,5.8581133,-22.913017
calc,-27.660929,21.522224
Myrs,45.05315,-4.64548
overloading,1.9972578,34.424187
races,14.536766,-11.887952
representative,1.7611237,-51.961403
systematic,17.817871,-29.028606
hardness,12.827115,22.512806
uncertain,27.728617,-25.392141
histoz,33.444744,18.930258
gsstart,-9.725446,-29.538956
reliable,16.831549,-29.605982
estimations,-5.447726,-30.422846
TEuro,6.465652,16.952131
piao,12.661341,23.509365
reliably,34.873913,-31.831036
error,11.4364,-31.289019
psh,35.31606,26.218824
IRTM,-17.616798,39.055763
Stock,-0.1820366,39.707706
AWAS,6.6558924,-2.7822845
Stagegate,15.068676,-4.2683573
Tbox,26.797867,10.080556
amo,-23.8246,-34.78533
overlayer,-6.7116075,23.694666
covariability,-24.454632,-33.10775
caes,-4.920239,19.621973
BOREAS,7.35828,14.025774
biokinetic,7.4232273,13.328991
ame,36.596767,15.637658
deuteritic,-7.466276,26.42154
Lines,-17.036894,-33.06093
alert,42.398098,-12.124487
Langano,3.0154924,8.48932
necessity,24.98817,-15.195058
palaeoclimatologists,19.45858,-1.1222303
Fourier,-4.8527355,-32.776485
fabrication,14.385705,10.088769
euro,-42.848515,7.6739435
Limited,28.846367,6.689234
expend,20.798613,22.34389
surrogate,12.190884,-29.134298
Silurian,-26.38224,5.677894
Sol,-9.708389,25.696053
equilibrates,-10.665729,1.6176629
concrete,21.904442,-31.07315
Congo,-36.08016,-28.705528
precesses,-0.45978084,6.5385194
pBIO,-10.893151,28.65338
normals,-4.144035,-25.854889
brassicae,6.993059,31.305662
equilibrated,-18.151268,-8.202843
magnetohydrodynamic,26.347855,36.864334
SVTmax,-14.730632,39.236248
Nitrous,14.367172,41.864532
abbreviation,16.171442,21.191893
FS,-27.87249,17.99996
Statement,6.9872456,8.345067
amp,-16.159466,-19.385231
psp,0.6725389,-17.066725
readers,27.077795,-20.343815
psv,-3.433056,19.263016
aloha,14.149263,-47.694424
eager,11.742936,0.5639844
sydney,43.372112,-9.771116
STCs,15.591345,28.334625
harvesting,-14.016544,-41.522335
Both,-19.123764,-27.320633
Tracking,21.497797,15.006508
Faster,13.94384,34.109417
format,7.737295,-43.2791
australis,10.112742,14.762462
suffering,20.726038,-14.043483
shading,-17.61406,-35.16559
entrenched,24.359007,-15.683843
shww,13.404028,19.436586
sorting,-29.196154,-6.5432367
d,-24.333122,-41.17004
laurentia,-5.6319437,7.7617435
facets,27.18011,-8.462825
Methodist,10.251597,-15.026341
aridity,-26.475704,-38.83778
Highly,20.467634,-11.093923
continue,31.519564,-26.181389
yields,-14.574402,-42.46033
Wunderlich,-11.754195,22.489767
scape,-2.194147,11.971178
Dakota,-39.060013,13.830224
dOLR,-12.173275,-29.4701
clipping,-11.8671,-19.951698
epibenthic,-32.85094,1.0465704
senate,25.573473,-12.594673
spring,-10.290574,-52.918415
Foliose,-11.948106,22.307734
imperviousness,16.225245,51.740562
palm,-28.424154,-9.6509075
hurrell,14.9853945,27.493254
Napa,-6.100536,8.077359
SWCF,-16.117802,-24.609774
pale,-17.588305,-33.022243
esorce,2.491999,6.9326043
lima,39.540928,29.641598
culling,-12.730873,8.8832855
Reporting,20.871326,32.397503
staple,-13.417392,-20.995926
gfed,34.874187,4.3246303
phosphine,-3.617597,-2.6740775
dating,-30.975578,-40.45602
digitized,5.692606,-23.44949
ISTOCKPHOTO,2.2687855,-18.10182
Brady,-37.19017,-3.480387
mascarene,29.810186,28.272367
insulate,-16.708025,1.8689517
erosional,-37.513847,-19.742142
digitizer,7.938949,17.041239
relating,34.36348,-29.762524
amova,-8.075143,-15.243933
analysing,7.126136,-35.938457
shadings,-16.338793,-33.255066
unintentional,16.450413,-9.981644
Baffin,-38.48092,-27.152006
Kelvin,-16.928606,-5.7159963
Pond,-31.334387,13.120436
tambora,-21.180973,-14.4655075
NEL,3.9938254,38.849594
colorado,-41.367424,-32.569645
NEH,-15.892232,41.935673
NEE,-10.234531,-30.413895
NEC,-28.303759,-26.966711
awaited,23.975533,27.482166
superasteridae,-9.303083,13.475689
stalactites,-4.2037945,13.640655
mitochondrial,-11.008775,-15.094812
NEX,-3.586757,-26.062185
NET,-13.096823,-23.026718
NEP,-10.198083,-30.462725
poaching,-2.92449,-2.6880302
gabbro,-39.249863,-1.4909778
BKS,-39.628323,20.379995
Yuan,16.503542,12.763473
strives,14.126782,10.7655
elsewhere,23.780615,-43.321438
inches,-3.9051855,11.116556
poster,24.12971,23.54861
slump,-17.278715,2.8505857
uP,17.460827,42.58182
NEEM,-34.540257,-39.526855
Fi,8.5576315,42.52696
DHRB,-44.64528,15.03656
zika,9.386258,20.576859
cic,-35.44931,22.888876
exposes,3.0522623,-4.535389
cia,-38.44398,2.18365
ux,15.660342,32.327835
cie,-19.409388,-42.75434
cij,10.359709,12.30313
uw,5.9508605,-14.058541
uv,-19.107313,-21.776281
uq,3.4520733,-0.06585814
up,-5.584948,-51.643566
cim,2.0399787,41.28309
ur,4.5127845,22.095858
um,-24.224844,27.991297
ul,17.031605,28.133934
un,16.037725,-43.790955
ui,-27.749605,27.3377
uh,36.19543,32.817154
spectroscopy,-14.598528,-18.183306
uj,-27.747635,27.256195
ud,-1.6302539,-24.257143
ug,6.3967557,40.52901
uf,-13.5720215,26.447058
ua,5.8763857,18.377886
uc,7.148097,-18.31369
ub,-1.7107418,2.5577178
storing,-10.459304,-18.110565
curvatures,10.12322,30.56779
Mars,-23.107323,-19.052126
quadricauda,6.0642915,-12.190275
ncscd,-7.4891863,20.815752
globiom,28.296751,-0.8678403
dioecious,-27.617338,-4.9298654
Haines,-1.258868,16.003702
paradox,32.49193,-22.789373
fixing,-33.066822,-3.4234
mtdna,-9.925059,-15.653609
neotropics,1.2080646,33.890404
Chenhang,-12.792976,23.77126
deviate,-10.219047,-38.252663
HITRAN,39.37072,5.5759106
meltwater,-39.95074,-21.678656
diffraction,-13.67364,-17.808424
Connection,19.099333,18.0107
norwegians,19.776625,-6.3669214
GEFS,28.872967,34.0741
enrolled,19.62087,-1.2240577
retardation,16.494661,37.544952
fresh,-33.443188,-21.898115
having,12.9719515,-22.690756
pseudosuchians,-12.807287,12.346442
Density,-23.947777,18.994493
melts,-42.50928,-9.724249
scratch,-1.0495635,-2.1226866
mcSVASs,-3.7707348,41.724884
astronauts,11.999836,-8.759864
highways,6.4482174,-22.996853
softer,-13.587274,-3.677759
Summarizing,16.583824,9.821423
Progress,22.621897,-21.729254
seemed,15.475088,-24.166162
longstanding,24.149124,-14.1184
GLORYS,8.531874,2.6192813
moorland,-9.884408,7.8757997
young,-41.21277,-14.3549385
endogenously,-6.582155,33.715015
uniqueness,10.727448,2.3424263
laurasian,-8.746292,30.485106
blackman,-8.981616,-17.048962
microscopically,18.229942,36.00086
stocked,10.183364,16.931036
droppings,-3.2893875,30.767271
setupThe,3.653254,0.6817753
greenalite,-8.625186,2.3573232
isbrae,-1.8282158,22.061653
Graphs,4.655661,19.063612
EVAL,30.984106,9.204874
mixing,-24.471416,-25.004133
sittang,-35.061863,14.161062
tri,8.552443,39.9145
shetland,-36.24981,9.694095
magic,28.470633,20.710629
phytoclast,-15.491101,8.535408
transmission,-25.425581,-13.652797
experiencing,-26.298264,-16.701828
trb,-33.051487,-30.518038
Surface,-17.694216,-22.827293
try,33.261005,-29.781637
ONLY,13.026809,46.11521
race,26.352709,-34.07712
discounting,19.460405,-21.908731
evp,6.3787103,29.275291
trp,10.156991,12.824531
trr,14.163028,6.0665765
paleoclimatic,0.25775963,-29.272148
pledge,31.395473,-17.913263
dO,29.933601,40.278755
celvoc,-2.3684986,2.3309639
seventies,30.754723,-2.0878582
biomass,-35.097168,-8.158514
licensed,5.1628575,-24.60212
imply,33.965668,-22.879879
hyde,35.91173,4.664291
Farmer,-5.9531336,-13.318706
licenses,27.469273,-5.7048264
leakage,-31.695772,-27.809515
directive,17.332222,-18.975523
exopolymer,-24.025236,-3.0212386
consistently,-9.1317835,-38.55474
HTML,13.946302,-27.27832
Reed,15.402933,37.268135
polluting,15.506493,-14.373171
Reef,-39.341644,-23.737255
Intertropical,-29.432413,-27.05855
expresses,27.512918,-9.47215
delving,15.752626,-6.637337
Tibetan,-41.82751,-27.10538
implementable,5.656869,0.9843218
scepticism,26.74918,-29.098452
nonlinearly,-5.057036,-37.34103
NoFERT,9.19115,18.491781
basomtso,-34.299797,17.673073
Prior,28.551605,8.638974
Miscanthus,1.744866,3.1325467
poverty,22.598337,-37.424595
koppen,26.584068,21.090626
licence,25.43768,0.6863966
ediacaran,-14.970031,-27.549145
Cycles,21.933563,37.8322
upwelled,-17.86835,5.820003
formalizing,18.836348,36.83182
technical,24.533283,-32.672245
dcalloy,-21.484797,30.818232
aitken,-4.7758875,26.78723
extreme,-25.401037,-15.166925
resulting,-28.407686,-35.21823
contaminants,-23.78571,-3.4924598
MXD,-8.002884,-32.573444
buffered,-37.238422,-4.096154
sgp,42.433727,-12.046175
MDVs,-6.7446957,10.68756
outcomes,23.653841,-31.66134
sixty,37.780872,-10.367436
extirpate,-16.305279,18.761078
oligomerization,2.014145,16.881273
refugia,-32.54297,-11.180448
causal,16.662064,-27.505453
francis,19.643888,-4.811219
excursions,-19.3052,-42.48427
pedagogical,24.401903,-10.106422
unconformities,-20.66506,-0.2513828
midday,3.9202764,9.87285
Koppen,26.580746,21.110678
micronutrients,5.2730556,25.96898
macroinvertebrates,9.301403,37.09315
Crops,-12.065122,-20.182518
Plain,-39.16869,-30.741707
bodily,15.688643,10.213811
rubbish,4.1735845,2.8266134
Regardless,36.4846,-19.108173
challenge,22.852158,-30.57162
Library,27.162758,0.6180474
Roadmap,29.444855,2.1982822
hydrolysis,-40.192177,-3.0906935
prompts,25.795038,11.257399
publications,23.968153,-43.07696
chinook,9.824522,0.37267473
mica,-38.140324,-0.31002033
decorrelation,-6.3329806,-33.383648
Borneo,-36.39284,-34.995983
slim,-10.2887745,12.176177
coenzyme,-14.842893,13.765316
oligarchic,-9.8423815,22.427122
slip,-36.470284,-19.949749
Policy,24.9015,-37.290165
Riddick,4.6580825,22.312874
shuffled,38.607853,7.7529006
endoscopy,-6.3227763,-12.154185
esper,34.311024,5.9588404
Maar,-36.312634,-11.478355
delay,13.898371,-25.432789
writewhere,-2.0086856,3.9537466
wolf,5.6790104,25.515038
mysteries,17.327898,-0.44307396
constraints,23.996126,-28.611332
bmnh,-11.741608,27.734236
elvocs,-41.40592,-5.1877036
polydisperse,-3.0378907,38.5288
marmots,-3.1653771,7.222213
pluvials,23.18356,39.71521
geoscientists,18.03337,26.99202
fits,-1.4243612,-35.208675
hawi,-24.758112,11.684822
hawk,0.5972958,-18.118721
solidarity,31.603111,-8.597068
pteronotus,-13.841978,24.28738
counter,32.198563,-21.648397
element,-44.94758,-7.521276
commodities,19.31847,-39.04219
asserts,24.150843,-0.14313477
Greece,-38.03269,-31.620066
counted,-15.063573,-12.975174
ingress,2.415136,11.709304
Pronounced,17.084845,44.465183
retrofitting,17.50386,-3.3013034
move,30.372221,-30.328522
outlook,30.892574,-15.410483
NOAA,10.211629,-47.444916
deducing,25.586178,24.477337
warren,2.7250175,-1.3763177
MODIS,-7.6265793,-24.143944
decay,-44.217224,-5.1152267
chosen,3.778465,-37.66418
dispose,20.735497,21.583424
responsibilities,25.176348,-29.74741
degrees,-9.5459585,-35.3084
Meerfelder,-9.0953045,27.668879
attachment,19.235432,-13.207978
mitigates,27.239689,38.00698
parabola,13.111635,38.380775
ARPEGE,29.91076,20.498322
innermost,-25.935926,9.583107
disrupted,-6.0805316,-40.576897
mitigated,-5.577138,-39.811283
Social,23.904865,-18.563726
rotation,-23.117199,-20.973984
lzb,-25.214417,23.866564
outlines,-15.749823,-32.871838
presidential,22.259495,-20.382185
minimalist,14.062631,0.18157658
agglutinated,-32.46891,1.3065823
productivity,-10.188742,-30.718988
truth,-0.13713478,-12.573822
Analogue,31.007353,41.160404
subset,4.5955567,-38.167656
conchoidal,-16.419912,1.5300614
meta,5.9954605,-37.94406
subsea,-3.232847,16.092117
sioa,-33.76155,28.761747
invitrogen,-26.435112,21.797306
tenth,-15.852316,-49.263443
contigs,2.1754744,-10.020253
Noise,35.88304,22.998257
mediates,4.472193,21.075949
gentoo,-36.33088,2.96509
borderline,27.733944,-7.778088
Material,-7.48919,23.770851
specifications,7.385402,-23.969362
mediated,-6.0449867,-41.743694
Nucleus,21.799929,40.08485
evacuation,-10.060273,-7.8290453
habitability,-0.33831063,-15.092061
subgrid,-14.813248,-5.718401
invertebrates,-31.93402,-8.553948
agico,-3.8235924,-5.564928
interstadials,-22.181747,-42.57786
regulators,22.655815,-19.627806
DigitalGlobe,7.391948,1.2246414
prioritarian,10.604678,-30.014174
regulatory,24.318073,-33.703575
shortest,-12.515466,-26.855381
nullify,2.1337302,-2.067325
rainiest,2.5108688,21.027882
Point,43.50446,-12.79895
dubbed,1.520209,8.414093
ZnO,-21.321217,13.719616
Uplift,-2.415706,30.73997
protists,-31.129751,-5.716561
staggered,-8.671561,9.444832
manuscript,13.216143,-35.525112
collagen,-27.164719,3.2890291
ESCM,-2.4909346,-47.566605
Fla,30.65761,44.377327
Program,11.091791,-46.559303
occurrences,-30.464384,-8.42517
mandatory,17.386484,-15.038765
opportune,21.320309,31.616116
Sabah,15.490594,36.67867
margo,29.933231,34.838017
hurricane,-25.39586,-30.309315
BIOCLIM,32.21025,25.854347
system,10.128903,-49.04937
Fisherian,-5.5921164,-1.0281682
DGS,-14.6027775,40.500065
accretion,-42.101784,-10.107928
evacuated,-15.058776,-11.896483
Actual,-7.6761923,-31.160383
adaptor,1.0742058,-4.7006755
Tumbiana,-6.548933,29.164652
multiphysics,24.157282,2.7696357
depressing,27.573915,-9.238507
geotiff,7.5105543,-0.84701693
IcIES,29.949415,14.3895235
Democratic,-41.587112,12.832386
retraction,-8.600192,30.755295
kangri,9.486666,30.141384
warfare,17.581663,-1.181428
reacted,-14.620915,-10.44808
Lomonosov,-38.784428,-26.52716
roberts,5.252661,-10.608075
sourcing,-16.556087,2.532679
palaeophysiology,-5.4668274,19.876266
reproduction,-25.6923,-10.381282
colonizations,-34.15974,7.0576515
devotion,19.048534,-4.523328
turbid,-23.156109,2.1237035
AAE,-6.81729,-16.867624
palaeogene,-20.492695,-46.257786
AAG,-7.6913424,29.770315
Quelccaya,-3.6616395,11.210681
Angle,17.556883,39.56769
AAC,-15.723044,47.388676
lines,-17.826395,-34.843014
trusting,21.906927,-11.309002
gently,-16.076794,-11.462844
AAT,8.839098,48.21314
AAP,24.462374,-10.792598
fourteenth,-15.97874,-49.21552
affinities,-17.877071,10.385299
rmin,29.113426,27.365797
CALIOP,-4.014626,-17.863482
committor,-12.601517,-31.171812
Compiled,1.2965682,27.453857
Implicitly,21.093695,8.433663
therewith,15.887876,11.273521
mills,9.313938,-7.246921
bkis,-2.5955808,21.354778
Neoproterozoic,-21.056679,-45.572884
milli,-26.043425,26.431095
korean,-37.372227,-27.766325
sirius,-0.79262614,21.502928
accuracy,18.209555,-31.164991
raindrop,-19.127357,-20.304464
herders,19.899847,-11.597788
Persistent,1.0236298,37.743004
courtesy,11.457351,-45.37747
bolometric,8.2268715,25.711756
NAOVinther,-1.0629805,6.983335
segment,-22.213066,-22.225876
biotas,-7.0838094,16.903635
conspecifics,-0.82206225,18.84267
Neanderthals,-21.347326,15.693517
MCE,-17.099768,46.26496
MCD,-4.761734,-25.395144
locust,15.800297,35.34344
MCA,-20.964048,-41.71021
face,23.41008,-35.972942
mechanical,-24.667246,-23.112478
MCT,6.6900167,24.33047
MCS,-5.2932863,-18.494827
MCR,26.386873,34.3657
fact,33.4962,-22.296595
MCP,25.409058,44.058693
dbh,-24.555914,19.341572
Fvm,15.001334,13.212875
dbm,24.814255,16.530664
Severity,-9.168927,-27.379196
characterisation,3.0234797,26.575987
szc,-10.734412,-29.333376
sza,4.986087,46.9196
dbd,-14.991336,10.572674
dbf,-20.095861,21.532547
bring,29.218088,-30.941853
brine,-40.031162,-9.368737
dbr,-2.6188848,7.4048915
economist,6.959763,-13.412331
maiana,-28.444391,14.037731
decade,-5.6749287,-53.090076
principal,-19.879087,-31.74763
redirect,14.259734,-8.951951
devries,14.799578,2.5281763
Thwaites,-31.604523,11.268777
